T,M,d,K,L,u,time simu,ref_value
0.5,5.0,5.0,5.0,1.0,13.643301320673379,0.000307658,15.153515465455879
0.5,5.0,5.0,5.0,1.0,13.134285900130129,0.000178109,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.452057758994405,0.000184979,15.153515465455879
0.5,5.0,5.0,5.0,1.0,15.525478686818852,0.000131519,15.153515465455879
0.5,5.0,5.0,5.0,1.0,13.365996799664483,0.000171879,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.165712092135717,0.000379597,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.687578735919246,0.000354678,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.557358793076336,0.000367668,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.819974781933842,0.000362218,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.641072519097504,0.000381037,15.153515465455879
0.5,5.0,5.0,5.0,3.0,15.135337597516443,0.008834766,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.79387101543961,0.008831496,15.153515465455879
0.5,5.0,5.0,5.0,3.0,15.017310082886176,0.008954445,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.748890644770972,0.008985746,15.153515465455879
0.5,5.0,5.0,5.0,3.0,15.139824627413141,0.008913916,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.935380394740939,0.48454885,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.750605944121702,0.448622359,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.861573565857855,0.325518041,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.856118120407073,0.467220426,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.920374525955465,0.476989077,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.900510648152824,17.391482599,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.864823053330744,17.752188293,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.942544976298787,17.173439006,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.938960399632714,18.332693593,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.82471807540715,18.204784801,15.153515465455879
