T,M,d,K,L,u,time simu,ref_value
0.5,1.0,5.0,5.0,4.0,17.83172408315093,2.863864086,15.153515465455879
0.5,1.0,5.0,5.0,4.0,15.321223629121635,0.002636274,15.153515465455879
0.5,1.0,5.0,5.0,4.0,13.581276694787816,0.003091832,15.153515465455879
0.5,1.0,5.0,5.0,4.0,13.969483793295316,0.003603148,15.153515465455879
0.5,1.0,5.0,5.0,4.0,16.641976437313847,0.003550479,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.828027518508556,0.021227871,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.240389069823086,0.022172874,15.153515465455879
0.5,2.0,5.0,5.0,4.0,15.097999801991136,0.021989117,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.26775092363467,0.022014645,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.728236999031015,0.024887168,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.322421252671694,0.066031417,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.642551747176022,0.131638256,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.899471805605337,0.068241603,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.678606070451478,0.123263877,15.153515465455879
0.5,3.0,5.0,5.0,4.0,15.069064644116809,0.066837822,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.778648779830043,0.189147095,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.701997094941886,0.200328736,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.792662039259763,0.198749956,15.153515465455879
0.5,4.0,5.0,5.0,4.0,15.042616150086165,0.191293652,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.96774811508997,0.190586696,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.812791496437502,0.437210879,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.75070854049172,0.479489561,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.864367670587812,0.457401416,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.908086048934997,0.472833091,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.960335526593873,0.465236388,15.153515465455879
