T,M,d,K,L,u,time simu,ref_value
0.5,5.0,5.0,5.0,1.0,13.643301320673379,0.000338918,15.153515465455879
0.5,5.0,5.0,5.0,1.0,13.134285900130129,0.000170329,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.452057758994405,0.000183229,15.153515465455879
0.5,5.0,5.0,5.0,1.0,15.525478686818852,0.000165739,15.153515465455879
0.5,5.0,5.0,5.0,1.0,13.365996799664483,0.000156739,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.165712092135717,0.000305899,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.687578735919246,0.000340418,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.557358793076336,0.000345718,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.819974781933842,0.000376727,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.641072519097504,0.000329148,15.153515465455879
0.5,5.0,5.0,5.0,3.0,15.135337597516443,0.008896756,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.79387101543961,0.009107744,15.153515465455879
0.5,5.0,5.0,5.0,3.0,15.017310082886176,0.009128845,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.748890644770972,0.008849946,15.153515465455879
0.5,5.0,5.0,5.0,3.0,15.139824627413141,0.009042814,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.935380394740939,0.495402133,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.750605944121702,0.514810204,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.861573565857855,0.50234424,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.856118120407073,0.461072602,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.920374525955465,0.369217693,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.900510648152824,17.603659087,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.864823053330744,17.397323927,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.942544976298787,16.778726207,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.938960399632714,17.275725918,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.82471807540715,17.373649939,15.153515465455879
