T,M,d,K,L,u,time simu,ref_value
0.5,1.0,5.0,5.0,4.0,17.83172408315093,2.893276017,15.153515465455879
0.5,1.0,5.0,5.0,4.0,15.321223629121635,0.002821473,15.153515465455879
0.5,1.0,5.0,5.0,4.0,13.581276694787816,0.003366269,15.153515465455879
0.5,1.0,5.0,5.0,4.0,13.969483793295316,0.003819837,15.153515465455879
0.5,1.0,5.0,5.0,4.0,16.641976437313847,0.003742608,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.828027518508556,0.02304647,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.240389069823086,0.022526013,15.153515465455879
0.5,2.0,5.0,5.0,4.0,15.097999801991136,0.025090577,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.26775092363467,0.022432433,15.153515465455879
0.5,2.0,5.0,5.0,4.0,14.728236999031015,0.022080795,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.322421252671694,0.065596519,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.642551747176022,0.124978196,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.899471805605337,0.064931533,15.153515465455879
0.5,3.0,5.0,5.0,4.0,14.678606070451478,0.067223139,15.153515465455879
0.5,3.0,5.0,5.0,4.0,15.069064644116809,0.195504126,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.778648779830043,0.206377388,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.701997094941886,0.129394609,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.792662039259763,0.243453293,15.153515465455879
0.5,4.0,5.0,5.0,4.0,15.042616150086165,0.204125722,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.96774811508997,0.223351135,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.812791496437502,0.49754961,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.75070854049172,0.468407738,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.864367670587812,0.338964928,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.908086048934997,0.650401965,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.960335526593873,0.504672006,15.153515465455879
