T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,10.0,3.0,16.336362838745117,4.862012008,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.49100685119629,4.985969934,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.225317001342773,4.847624053,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.304027557373047,5.011439294,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.572940826416016,4.84970125,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.458721160888672,4.969110371,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.428930282592773,4.836645017,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.40607452392578,4.968917803,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.353178024291992,4.853969355,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.342056274414062,4.846937287,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.353809356689453,5.036715216,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.37348175048828,4.829405888,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.399921417236328,4.964264439,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.329483032226562,4.827541529,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.360960006713867,4.846497329,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.381404876708984,5.686388617,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.390453338623047,5.384722591,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.398086547851562,5.290439142,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.385435104370117,5.306716807,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.374696731567383,5.319502292,16.801556694196968
