T,N,d,batch_size,K,u,time simu,ref_value
10.0,1.0,5.0,200.0,3.0,0.0,2.062215362,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.0,2.151993957,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.0,2.140781362,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.0,2.207541252,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.0,2.082401773,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.28941819071769714,4.606461305,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.23509517312049866,4.711960278,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.2822071313858032,4.618631893,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.2948659360408783,4.717275877,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.2969162166118622,4.734470777,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.39534929394721985,7.123419558,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.511788010597229,7.278803839,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.5026829242706299,7.137492985,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.5091280341148376,7.282227439,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.3510439991950989,7.296574685,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.45497724413871765,9.717994926,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.5681278705596924,9.899198996,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.43414971232414246,9.926454006,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.4567730128765106,9.805863711,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.4337787330150604,9.976746751,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.4267282783985138,12.558378465,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.5941175818443298,12.467866693,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.5311885476112366,12.629469778,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.5397266745567322,12.65487199,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.5312047600746155,12.645753052,4.004753475181323
