T,N,d,batch_size,hls,K,nhlayers,u,time simu,ref_value
0.2,2.0,5.0,1000.0,1.0,3.0,1.0,12.288763046264648,5.419468492,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,3.0,1.0,13.940083503723145,5.276089003,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,3.0,1.0,9.991238594055176,5.280650938,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,3.0,1.0,12.579460144042969,5.398396573,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,3.0,1.0,11.602123260498047,5.284748364,16.801556694196968
0.2,2.0,5.0,1000.0,6.0,3.0,1.0,16.37686538696289,5.274377983,16.801556694196968
0.2,2.0,5.0,1000.0,6.0,3.0,1.0,16.366470336914062,5.274197454,16.801556694196968
0.2,2.0,5.0,1000.0,6.0,3.0,1.0,16.373003005981445,5.401183491,16.801556694196968
0.2,2.0,5.0,1000.0,6.0,3.0,1.0,16.38564682006836,5.278035754,16.801556694196968
0.2,2.0,5.0,1000.0,6.0,3.0,1.0,16.4044132232666,5.307096522,16.801556694196968
0.2,2.0,5.0,1000.0,11.0,3.0,1.0,16.375078201293945,5.395176967,16.801556694196968
0.2,2.0,5.0,1000.0,11.0,3.0,1.0,16.38365936279297,5.287088262,16.801556694196968
0.2,2.0,5.0,1000.0,11.0,3.0,1.0,16.376955032348633,5.265040761,16.801556694196968
0.2,2.0,5.0,1000.0,11.0,3.0,1.0,16.388341903686523,5.392265835,16.801556694196968
0.2,2.0,5.0,1000.0,11.0,3.0,1.0,16.381771087646484,5.277343625,16.801556694196968
0.2,2.0,5.0,1000.0,16.0,3.0,1.0,16.374116897583008,5.250046923,16.801556694196968
0.2,2.0,5.0,1000.0,16.0,3.0,1.0,16.399940490722656,5.265369491,16.801556694196968
0.2,2.0,5.0,1000.0,16.0,3.0,1.0,16.383275985717773,5.378598851,16.801556694196968
0.2,2.0,5.0,1000.0,16.0,3.0,1.0,16.399171829223633,5.260329943,16.801556694196968
0.2,2.0,5.0,1000.0,16.0,3.0,1.0,16.369657516479492,5.263816121,16.801556694196968
0.2,2.0,5.0,1000.0,21.0,3.0,1.0,16.358287811279297,5.421735737,16.801556694196968
0.2,2.0,5.0,1000.0,21.0,3.0,1.0,16.39429473876953,5.287022023,16.801556694196968
0.2,2.0,5.0,1000.0,21.0,3.0,1.0,16.36212158203125,5.268896511,16.801556694196968
0.2,2.0,5.0,1000.0,21.0,3.0,1.0,16.405101776123047,5.29784778,16.801556694196968
0.2,2.0,5.0,1000.0,21.0,3.0,1.0,16.385557174682617,5.301271418,16.801556694196968
