T,M,d,K,L,u,time simu,ref_value
0.5,5.0,5.0,5.0,1.0,14.504046173776151,0.000288439,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.129278920916088,0.00015091,15.153515465455879
0.5,5.0,5.0,5.0,1.0,12.746897531733868,0.00017175,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.029848654612412,0.00016468,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.827616092979152,0.00014702,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.56957956660203,0.000359769,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.650900242474421,0.000381229,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.961790992226913,0.000382379,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.331638880533554,0.000387109,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.770187957152663,0.000382709,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.817327171570863,0.009111509,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.712811577977494,0.009039279,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.974870677600135,0.009141589,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.942190129695593,0.009260669,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.581560545289125,0.009399888,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.662004475321964,0.462500258,15.153515465455879
0.5,5.0,5.0,5.0,4.0,15.034584199487641,0.427510406,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.878588351805716,0.40857704,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.918385649204389,0.421538956,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.842685877767465,0.437644082,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.910154102568773,17.609225066,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.879173123586336,17.574168223,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.962488773250117,16.936139077,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.890255168433857,16.651744397,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.890725833762678,16.64248741,15.153515465455879
