T,M,d,K,L,u,time simu,ref_value
0.5,5.0,5.0,1.0,4.0,15.186966736373229,0.004736634,15.153515465455879
0.5,5.0,5.0,1.0,4.0,14.990225228183142,0.005081342,15.153515465455879
0.5,5.0,5.0,1.0,4.0,14.888826515786342,0.008156103,15.153515465455879
0.5,5.0,5.0,1.0,4.0,14.890951032663697,0.010765695,15.153515465455879
0.5,5.0,5.0,1.0,4.0,14.655794905060759,0.011041324,15.153515465455879
0.5,5.0,5.0,2.0,4.0,14.797643497747702,0.03633288,15.153515465455879
0.5,5.0,5.0,2.0,4.0,14.937382274098193,0.137144356,15.153515465455879
0.5,5.0,5.0,2.0,4.0,14.893885819198868,0.030789348,15.153515465455879
0.5,5.0,5.0,2.0,4.0,14.84462388499604,0.033591209,15.153515465455879
0.5,5.0,5.0,2.0,4.0,15.048391460300186,0.036969178,15.153515465455879
0.5,5.0,5.0,3.0,4.0,14.804496001960048,0.207483954,15.153515465455879
0.5,5.0,5.0,3.0,4.0,14.84466434146174,0.076988526,15.153515465455879
0.5,5.0,5.0,3.0,4.0,14.89848401950399,0.207648902,15.153515465455879
0.5,5.0,5.0,3.0,4.0,14.913632937023424,0.075025332,15.153515465455879
0.5,5.0,5.0,3.0,4.0,14.851124352760632,0.058676046,15.153515465455879
0.5,5.0,5.0,4.0,4.0,14.773789103645186,0.287945197,15.153515465455879
0.5,5.0,5.0,4.0,4.0,15.028042517095784,0.263256379,15.153515465455879
0.5,5.0,5.0,4.0,4.0,14.786054732463924,0.276128976,15.153515465455879
0.5,5.0,5.0,4.0,4.0,14.930739030390047,0.271287833,15.153515465455879
0.5,5.0,5.0,4.0,4.0,14.848824199373555,0.289757731,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.925427644177011,0.530485375,15.153515465455879
0.5,5.0,5.0,5.0,4.0,15.123033455337708,0.503892463,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.906218211242518,0.361110745,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.878618109531464,0.541951566,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.965018940422985,0.542998763,15.153515465455879
