d,T,K,u,time_simu
1.0,0.2,10.0,1.7570260314849995,187.057036079
1.0,0.2,10.0,1.7542610868435569,186.157110206
1.0,0.2,10.0,1.7572651371152561,188.349414058
1.0,0.2,10.0,1.756413623964624,181.793416704
1.0,0.2,10.0,1.7563383361463405,185.117550499
1.0,0.5,10.0,1.7210260616701059,190.103307348
1.0,0.5,10.0,1.7167299809605663,178.742597356
1.0,0.5,10.0,1.7197404811906416,183.90873197
1.0,0.5,10.0,1.7150610645842854,184.904779338
1.0,0.5,10.0,1.717915817693036,184.97287961
1.0,1.0,10.0,1.6600423593925928,187.842969532
1.0,1.0,10.0,1.6592778815383389,188.033899797
1.0,1.0,10.0,1.6536205096028311,181.787527245
1.0,1.0,10.0,1.660320538098294,181.360143511
1.0,1.0,10.0,1.6598770496820783,184.052018088
2.0,0.2,10.0,3.080137377284068,230.291704632
2.0,0.2,10.0,3.081958746984501,232.964846898
2.0,0.2,10.0,3.08542895382405,226.170680911
2.0,0.2,10.0,3.0832284067663083,225.958519688
2.0,0.2,10.0,3.088710104712781,224.014337393
2.0,0.5,10.0,2.946648848379055,226.243143869
2.0,0.5,10.0,2.9478753358666094,223.9295438
2.0,0.5,10.0,2.951785972292168,227.47113069
2.0,0.5,10.0,2.9520773714610304,224.641209702
2.0,0.5,10.0,2.941097742880876,220.946521121
2.0,1.0,10.0,2.7429495590196855,210.501745651
2.0,1.0,10.0,2.7589384487876742,210.492820234
2.0,1.0,10.0,2.738311271976221,201.174077559
2.0,1.0,10.0,2.755052690452416,225.72238601
2.0,1.0,10.0,2.74959791138619,219.037722368
5.0,0.2,10.0,16.665163965151216,264.999385492
5.0,0.2,10.0,16.667076264294412,261.83407267
5.0,0.2,10.0,16.68910411846238,267.34571373
5.0,0.2,10.0,16.638527159211293,269.502130096
5.0,0.2,10.0,16.699522267594908,263.612104469
5.0,0.5,10.0,14.838128326047235,259.41824094
5.0,0.5,10.0,14.871894716670491,248.883366671
5.0,0.5,10.0,14.882770974812962,255.436344447
5.0,0.5,10.0,14.84400868542324,258.190192715
5.0,0.5,10.0,14.82345376356919,261.592204849
5.0,1.0,10.0,12.287165252794974,250.177026131
5.0,1.0,10.0,12.400125494914448,255.782385298
5.0,1.0,10.0,12.347870056240023,255.414477622
5.0,1.0,10.0,12.463250256916599,251.24885534
5.0,1.0,10.0,12.295033421541849,253.59706272
10.0,0.2,10.0,276.0277264037183,371.291702181
10.0,0.2,10.0,276.7660435140353,384.139906971
10.0,0.2,10.0,276.4942847617793,376.411090978
10.0,0.2,10.0,276.4055625878357,380.034352724
10.0,0.2,10.0,277.20338316982924,376.812056083
10.0,0.5,10.0,218.07477787846497,375.774875438
10.0,0.5,10.0,216.00000365371284,365.046635132
10.0,0.5,10.0,218.8641633609721,367.993734479
10.0,0.5,10.0,216.14498375803703,384.514852733
10.0,0.5,10.0,218.3645430619516,379.026412344
10.0,1.0,10.0,149.09346261956256,349.94399997
10.0,1.0,10.0,148.00877816770762,385.306646214
10.0,1.0,10.0,146.3779482257869,389.454743568
10.0,1.0,10.0,153.01714070721954,383.21922198
10.0,1.0,10.0,146.69603094254097,376.45474324
