d,T,N,u,time_simu,ref_value
1.0,0.2,10.0,1.020271897315979,108.954595464,
1.0,0.2,10.0,0.9994300007820129,153.686109105,
1.0,0.2,10.0,1.0575519800186157,163.521219035,
1.0,0.2,10.0,0.9996244311332703,157.955658944,
1.0,0.2,10.0,0.9786871671676636,168.810872882,
1.0,0.5,10.0,0.997053861618042,162.652312595,
1.0,0.5,10.0,0.9991888403892517,158.726971335,
1.0,0.5,10.0,0.9991452097892761,147.758713031,
1.0,0.5,10.0,0.9987372756004333,160.419132102,
1.0,0.5,10.0,0.9992753267288208,162.202040673,
1.0,1.0,10.0,1.0014057159423828,153.792821124,
1.0,1.0,10.0,0.9985433220863342,161.112963136,
1.0,1.0,10.0,0.9986938834190369,131.848173054,
1.0,1.0,10.0,0.9965291619300842,137.093652523,
1.0,1.0,10.0,0.9993135929107666,150.558624401,
2.0,0.2,10.0,0.9715561270713806,146.68256826,
2.0,0.2,10.0,0.9956571459770203,142.809096409,
2.0,0.2,10.0,0.9986299276351929,145.000732789,
2.0,0.2,10.0,0.993492603302002,135.872855364,
2.0,0.2,10.0,1.002767562866211,136.268900351,
2.0,0.5,10.0,0.9984191656112671,120.191291433,
2.0,0.5,10.0,0.9983245134353638,92.240414001,
2.0,0.5,10.0,0.9979143142700195,119.67349339,
2.0,0.5,10.0,0.9988300800323486,129.158506561,
2.0,0.5,10.0,0.998443603515625,119.528426872,
2.0,1.0,10.0,0.999360203742981,105.455370137,
2.0,1.0,10.0,0.9988966584205627,97.762731334,
2.0,1.0,10.0,0.9980568885803223,116.172148136,
2.0,1.0,10.0,0.9952822923660278,119.630274684,
2.0,1.0,10.0,0.9985236525535583,110.517324984,
5.0,0.2,10.0,1.0188885927200317,99.746109818,
5.0,0.2,10.0,1.00030517578125,117.823509443,
5.0,0.2,10.0,1.0076152086257935,116.62563224,
5.0,0.2,10.0,0.9586615562438965,110.839229002,
5.0,0.2,10.0,0.98033607006073,115.094680372,
5.0,0.5,10.0,0.9966235160827637,113.607218797,
5.0,0.5,10.0,0.9956461191177368,102.252611714,
5.0,0.5,10.0,0.9968106150627136,97.906711526,
5.0,0.5,10.0,1.0125294923782349,112.714995888,
5.0,0.5,10.0,0.9884803295135498,106.035774562,
5.0,1.0,10.0,0.9959081411361694,101.04970806,
5.0,1.0,10.0,0.9944412708282471,89.125525731,
5.0,1.0,10.0,0.9924193620681763,104.430115282,
5.0,1.0,10.0,1.022045373916626,104.072637842,
5.0,1.0,10.0,0.993090808391571,98.013493283,
10.0,0.2,10.0,0.9989820718765259,80.974714024,
10.0,0.2,10.0,0.9830253720283508,96.177791581,
10.0,0.2,10.0,0.9956412315368652,102.93231349,
10.0,0.2,10.0,0.9936640858650208,97.36427494,
10.0,0.2,10.0,0.9771977663040161,84.860865253,
10.0,0.5,10.0,0.9836787581443787,86.188644461,
10.0,0.5,10.0,0.9914554357528687,98.502517799,
10.0,0.5,10.0,0.9919206500053406,96.03942443,
10.0,0.5,10.0,0.9919916391372681,96.775307667,
10.0,0.5,10.0,0.9905412793159485,97.919613743,
10.0,1.0,10.0,0.9916556477546692,92.624727693,
10.0,1.0,10.0,0.9919081926345825,94.553111715,
10.0,1.0,10.0,0.9914872050285339,82.590035716,
10.0,1.0,10.0,0.991036593914032,85.629584703,
10.0,1.0,10.0,0.9908279180526733,94.609450843,
