d,T,N,L2,time_simu
10.0,0.2,10.0,0.6993732088937678,60.744999782
1.0,0.5,10.0,0.006854575423821328,60.176265324
1.0,0.5,10.0,0.016959234811585948,60.40944806
1.0,0.5,10.0,0.025524925376719125,60.191948488
1.0,0.5,10.0,0.01243529267060347,60.455449815
1.0,0.5,10.0,0.013712641814087838,60.244500735
2.0,0.5,10.0,0.023517318519354024,62.060398399
2.0,0.5,10.0,0.05106835947909339,61.832789454
2.0,0.5,10.0,0.02015533878900708,62.082282724
2.0,0.5,10.0,0.03417669038864247,61.806464452
2.0,0.5,10.0,0.02927470652169251,62.05076661
5.0,0.5,10.0,0.17816348754465555,61.002619199
5.0,0.5,10.0,0.09178050019621309,60.975266952
5.0,0.5,10.0,0.10902651254624811,60.979565104
5.0,0.5,10.0,0.09679410916038975,61.088098128
5.0,0.5,10.0,0.10761671824691904,61.039235514
10.0,0.5,10.0,0.6256427183189026,60.897132446
10.0,0.5,10.0,0.8829352885758576,61.052714387
10.0,0.5,10.0,0.5394314103660817,60.89178854
10.0,0.5,10.0,0.5666384321561622,60.892019215
10.0,0.5,10.0,0.9054130292971989,61.001559072
