d,T,N,L2,time_simu
1.0,0.1,10.0,0.011260931892523484,55.776395047
1.0,0.1,10.0,0.01138409877942444,55.964791953
1.0,0.1,10.0,0.005656508880944357,56.183097459
1.0,0.1,10.0,0.014864380292396562,56.168970414
1.0,0.1,10.0,0.021311453950177254,56.403786957
2.0,0.1,10.0,0.015539501089101106,58.256390437
2.0,0.1,10.0,0.02013029599302225,58.33235422
2.0,0.1,10.0,0.01790237067826173,58.182174152
2.0,0.1,10.0,0.026261192898470762,58.389136211
2.0,0.1,10.0,0.01799255700084272,58.309347675
5.0,0.1,10.0,0.10280715978305346,57.488105961
5.0,0.1,10.0,0.09781718485719183,57.378006458
5.0,0.1,10.0,0.10420872113047921,57.350464791
5.0,0.1,10.0,0.10310417001383244,57.459250887
5.0,0.1,10.0,0.10920951033938567,57.754752099
10.0,0.1,10.0,0.840159676584331,57.579619551
10.0,0.1,10.0,0.7097482104751476,57.764474056
10.0,0.1,10.0,1.132254908268895,57.691578383
10.0,0.1,10.0,0.7180937593923109,57.785516947
10.0,0.1,10.0,0.9251166082555612,57.807842582
1.0,0.2,10.0,0.01565748836777142,57.522308864
1.0,0.2,10.0,0.01439874473365356,57.529836928
1.0,0.2,10.0,0.012488588335326213,57.425917053
1.0,0.2,10.0,0.015459999207063545,57.567426687
1.0,0.2,10.0,0.017907051515825684,57.61587121
2.0,0.2,10.0,0.024930585289541497,59.349238283
2.0,0.2,10.0,0.020559006154250565,59.238648246
2.0,0.2,10.0,0.023556070230822086,59.414420274
2.0,0.2,10.0,0.027989962273093697,59.472502135
2.0,0.2,10.0,0.016849215189665787,59.439454867
5.0,0.2,10.0,0.10287135097571509,58.143432075
5.0,0.2,10.0,0.10093690953244193,58.351692718
5.0,0.2,10.0,0.09927372309945773,58.166284206
5.0,0.2,10.0,0.0964288259454147,58.34104678
5.0,0.2,10.0,0.09960268457255432,58.396594782
10.0,0.2,10.0,0.6608706749447536,58.392270621
10.0,0.2,10.0,0.8324667230315789,58.480477899
10.0,0.2,10.0,0.6526929070695034,58.446201306
10.0,0.2,10.0,0.8394817509712975,58.438013433
10.0,0.2,10.0,0.7854563484822007,58.452126266
1.0,0.5,10.0,0.024058666001158958,58.359906118
1.0,0.5,10.0,0.032111441484237495,58.40065964
1.0,0.5,10.0,0.009241852529137066,58.381678246
1.0,0.5,10.0,0.017468089584008775,58.401314559
1.0,0.5,10.0,0.013622621053738224,58.378744434
2.0,0.5,10.0,0.015008364668406934,59.891362421
2.0,0.5,10.0,0.030567141408212747,59.925344163
2.0,0.5,10.0,0.025176826109210126,59.936221899
2.0,0.5,10.0,0.02611850835508244,60.017538985
2.0,0.5,10.0,0.029366556733496155,59.980778106
5.0,0.5,10.0,0.18595398208779504,58.735946437
5.0,0.5,10.0,0.11907214000599596,58.754496299
5.0,0.5,10.0,0.1518236840320367,58.834498046
5.0,0.5,10.0,0.08873511882628915,58.825878815
5.0,0.5,10.0,0.1198037924994357,58.801714074
10.0,0.5,10.0,0.6017793759550106,58.828094946
10.0,0.5,10.0,0.7741423480324435,58.787678628
10.0,0.5,10.0,0.5669157848379657,58.920501166
10.0,0.5,10.0,0.6875885149820545,58.774535063
10.0,0.5,10.0,0.9349925806908833,58.860826109
1.0,0.1,10.0,0.006612924005664137,59.840128914
1.0,0.1,10.0,0.012526632739800623,59.781967054
1.0,0.1,10.0,0.014388925550689049,59.994011916
1.0,0.1,10.0,0.01512635815948136,59.866999172
1.0,0.1,10.0,0.017058538067206554,59.854162099
2.0,0.1,10.0,0.016676175755675732,61.698007855
2.0,0.1,10.0,0.01542276448874659,61.534441427
2.0,0.1,10.0,0.02985196947924589,61.77971212
2.0,0.1,10.0,0.023762439626822354,61.524477522
2.0,0.1,10.0,0.013802391340237648,61.597150036
5.0,0.1,10.0,0.10852458406927863,60.540811811
5.0,0.1,10.0,0.11273754867232305,60.549787274
5.0,0.1,10.0,0.10159085337896832,60.576499501
5.0,0.1,10.0,0.10366821753808657,60.531469125
5.0,0.1,10.0,0.10005426188449487,60.509991822
10.0,0.1,10.0,0.7537903713234463,60.353892606
10.0,0.1,10.0,0.9531574731865007,60.497836055
10.0,0.1,10.0,0.9712882366204555,60.337004693
10.0,0.1,10.0,1.1536248774274682,60.561208533
10.0,0.1,10.0,1.0913362871445793,60.393571043
1.0,0.2,10.0,0.015155125927754929,60.172192691
1.0,0.2,10.0,0.006873568707623084,60.20097519
1.0,0.2,10.0,0.009137871530178686,60.191532663
1.0,0.2,10.0,0.014140875831381388,60.136993862
1.0,0.2,10.0,0.008253140017020476,60.165272924
2.0,0.2,10.0,0.019369809854592128,61.770377394
2.0,0.2,10.0,0.02319075895460694,61.82679054
2.0,0.2,10.0,0.021108687656821543,61.75347239
2.0,0.2,10.0,0.01522355796910424,61.771996401
2.0,0.2,10.0,0.020105343352322076,61.829365636
5.0,0.2,10.0,0.11608647888804581,60.97417519
5.0,0.2,10.0,0.11078912421058984,60.792951023
5.0,0.2,10.0,0.08979192431078314,60.965363436
5.0,0.2,10.0,0.1276317528031998,60.741966855
5.0,0.2,10.0,0.09557378512778039,60.950272181
10.0,0.2,10.0,0.7316793546815732,60.538426878
10.0,0.2,10.0,0.9550427236259507,60.7656858
10.0,0.2,10.0,1.0086329806210435,60.781287686
10.0,0.2,10.0,0.7776069215493816,60.811197697
