d,T,N,L1,time_simu
1.0,0.1,10.0,0.009157002771652038,240.382202063
1.0,0.1,10.0,0.00487106017594022,237.050910774
1.0,0.1,10.0,0.007165015129167831,238.548154592
1.0,0.1,10.0,0.0037878852331640306,239.045064853
