d,T,N,u,time_simu,ref_value
1.0,0.2,10.0,0.9921690225601196,43.80662225,
1.0,0.2,10.0,0.9934831261634827,41.965918016,
1.0,0.2,10.0,0.9942620396614075,42.842194656,
1.0,0.2,10.0,0.9930241107940674,42.017442165,
1.0,0.2,10.0,0.9939167499542236,45.67215509,
2.0,0.2,10.0,0.9886718988418579,45.534248527,
2.0,0.2,10.0,0.993644118309021,44.145791458,
2.0,0.2,10.0,0.9868820905685425,44.262799435,
2.0,0.2,10.0,0.9853115081787109,44.700395498,
2.0,0.2,10.0,0.9943038821220398,47.768758738,
5.0,0.2,10.0,0.9836859107017517,48.702128196,
5.0,0.2,10.0,0.9785930514335632,48.039592308,
5.0,0.2,10.0,0.98965984582901,46.964972216,
5.0,0.2,10.0,0.9953385591506958,47.117435654,
5.0,0.2,10.0,0.9909805655479431,48.158833523,
10.0,0.2,10.0,0.9733673930168152,52.973511052,
10.0,0.2,10.0,0.9831332564353943,54.265862372,
10.0,0.2,10.0,0.9801473617553711,52.361905741,
10.0,0.2,10.0,0.9817291498184204,53.262173378,
10.0,0.2,10.0,0.9734859466552734,52.63625602,
1.0,0.5,10.0,0.988418459892273,36.345333261,
1.0,0.5,10.0,0.9865934252738953,35.749107234,
1.0,0.5,10.0,0.986869215965271,36.019764721,
1.0,0.5,10.0,0.9869568347930908,35.141788052,
1.0,0.5,10.0,0.98675537109375,35.54075183,
2.0,0.5,10.0,0.9777114391326904,42.21260348,
2.0,0.5,10.0,0.9767889976501465,41.356033507,
2.0,0.5,10.0,0.9769484996795654,40.775218254,
2.0,0.5,10.0,0.9750493168830872,40.660778233,
2.0,0.5,10.0,0.9804291725158691,40.055251467,
5.0,0.5,10.0,0.9421829581260681,47.434493568,
5.0,0.5,10.0,0.9509539604187012,43.762534055,
5.0,0.5,10.0,0.9524890184402466,44.874640716,
5.0,0.5,10.0,0.9580929279327393,43.261893297,
5.0,0.5,10.0,0.9511574506759644,43.463351896,
10.0,0.5,10.0,0.9341718554496765,49.934322446,
10.0,0.5,10.0,0.9182435274124146,50.337285428,
10.0,0.5,10.0,0.9048351645469666,49.332584133,
10.0,0.5,10.0,0.9132199287414551,48.900189656,
10.0,0.5,10.0,0.9176422357559204,50.209565331,
1.0,1.0,10.0,0.9826841354370117,32.985540716,
1.0,1.0,10.0,0.9820049405097961,32.496684699,
1.0,1.0,10.0,0.9825615882873535,32.741631299,
1.0,1.0,10.0,0.9823492169380188,32.376893116,
1.0,1.0,10.0,0.9822920560836792,32.452020063,
2.0,1.0,10.0,0.9660767316818237,38.386388384,
2.0,1.0,10.0,0.9649209380149841,37.855112037,
2.0,1.0,10.0,0.9653164744377136,38.007762034,
2.0,1.0,10.0,0.9655911922454834,37.94694676,
2.0,1.0,10.0,0.9656771421432495,37.771391439,
5.0,1.0,10.0,0.922051191329956,43.911321009,
5.0,1.0,10.0,0.920195460319519,43.409059035,
5.0,1.0,10.0,0.9208667874336243,42.92886166,
5.0,1.0,10.0,0.9212906956672668,43.169591242,
5.0,1.0,10.0,0.918126106262207,42.899891758,
10.0,1.0,10.0,0.8665385246276855,49.850521353,
10.0,1.0,10.0,0.861548125743866,49.142390031,
10.0,1.0,10.0,0.8607745170593262,48.89460479,
10.0,1.0,10.0,0.8712841272354126,48.746525143,
10.0,1.0,10.0,0.867509663105011,49.742194669,
1.0,0.2,10.0,0.9950054287910461,31.501317352,
1.0,0.2,10.0,0.9933058619499207,31.663354532,
1.0,0.2,10.0,0.9930570125579834,31.218622081,
1.0,0.2,10.0,0.998386025428772,31.450866161,
1.0,0.2,10.0,0.9938374757766724,31.252385608,
2.0,0.2,10.0,0.9928362369537354,35.110261082,
2.0,0.2,10.0,0.9887942671775818,35.187480673,
2.0,0.2,10.0,0.991648256778717,35.0097086,
2.0,0.2,10.0,0.9937681555747986,34.757330876,
2.0,0.2,10.0,0.9873894453048706,35.284380224,
5.0,0.2,10.0,0.9893091320991516,37.988480522,
5.0,0.2,10.0,0.9897565841674805,38.609467172,
5.0,0.2,10.0,0.9962365627288818,38.107331865,
5.0,0.2,10.0,1.001975178718567,39.215359903,
5.0,0.2,10.0,0.9937981367111206,37.897900593,
10.0,0.2,10.0,0.9825124144554138,43.20540383,
10.0,0.2,10.0,0.9910034537315369,42.938182165,
10.0,0.2,10.0,0.9640203714370728,42.695901691,
10.0,0.2,10.0,0.9540448188781738,42.718877674,
10.0,0.2,10.0,1.0046970844268799,42.356346677,
1.0,0.5,10.0,0.9877021312713623,30.165046347,
1.0,0.5,10.0,0.9893212914466858,30.135335177,
1.0,0.5,10.0,0.9857558012008667,30.671573805,
1.0,0.5,10.0,0.9862874746322632,30.222619226,
1.0,0.5,10.0,0.986171543598175,30.294382826,
2.0,0.5,10.0,0.9782450199127197,35.534355173,
2.0,0.5,10.0,0.9734135270118713,34.961122919,
2.0,0.5,10.0,0.9807369112968445,35.116724411,
2.0,0.5,10.0,0.9739084243774414,34.569702015,
2.0,0.5,10.0,0.975477933883667,34.430728941,
5.0,0.5,10.0,0.9457976222038269,37.961332085,
