d,T,N,u,time_simu,ref_value
1.0,0.2,10.0,1.7496882677078247,31.488151719,1.758206593371606
1.0,0.2,10.0,1.7489980459213257,31.763986179,1.758206593371606
1.0,0.2,10.0,1.7511329650878906,31.780328562,1.758206593371606
1.0,0.2,10.0,1.7499377727508545,31.676139078,1.758206593371606
1.0,0.2,10.0,1.7488234043121338,32.370617231,1.758206593371606
2.0,0.2,10.0,3.0655903816223145,33.058678073,3.0912904249753876
2.0,0.2,10.0,3.046726942062378,32.727610577,3.0912904249753876
2.0,0.2,10.0,3.0609192848205566,33.226039348,3.0912904249753876
2.0,0.2,10.0,3.057950973510742,32.645167704,3.0912904249753876
2.0,0.2,10.0,3.056859016418457,32.777122182,3.0912904249753876
5.0,0.2,10.0,16.37757110595703,32.950673863,16.801556694196968
5.0,0.2,10.0,16.37407875061035,32.226136126,16.801556694196968
5.0,0.2,10.0,16.384492874145508,32.871851628,16.801556694196968
5.0,0.2,10.0,16.3807373046875,33.165380198,16.801556694196968
5.0,0.2,10.0,16.36399269104004,32.893130461,16.801556694196968
10.0,0.2,10.0,268.31024169921875,32.899672179,282.29230734831486
10.0,0.2,10.0,268.2327575683594,32.729372004,282.29230734831486
10.0,0.2,10.0,268.37255859375,32.354423615,282.29230734831486
10.0,0.2,10.0,268.3916015625,32.2996233,282.29230734831486
10.0,0.2,10.0,268.30474853515625,32.430636803,282.29230734831486
1.0,0.5,10.0,1.69902503490448,32.126082123,1.722275707108827
1.0,0.5,10.0,1.7025896310806274,32.197201442,1.722275707108827
1.0,0.5,10.0,1.6975983381271362,32.219646699,1.722275707108827
1.0,0.5,10.0,1.703294038772583,32.845337143,1.722275707108827
1.0,0.5,10.0,1.696689486503601,32.740832462,1.722275707108827
2.0,0.5,10.0,2.8915047645568848,33.773133554,2.96623361129721
2.0,0.5,10.0,2.900435447692871,33.282612745,2.96623361129721
2.0,0.5,10.0,2.8898019790649414,33.731412291,2.96623361129721
2.0,0.5,10.0,2.8894429206848145,33.262109113,2.96623361129721
2.0,0.5,10.0,2.879987955093384,33.191383128,2.96623361129721
5.0,0.5,10.0,14.201057434082031,32.723456864,15.153514863482872
5.0,0.5,10.0,14.1820707321167,32.883076674,15.153514863482872
5.0,0.5,10.0,14.174272537231445,32.682559402,15.153514863482872
5.0,0.5,10.0,14.259132385253906,33.233498834,15.153514863482872
5.0,0.5,10.0,14.24372673034668,32.581998415,15.153514863482872
10.0,0.5,10.0,201.56736755371094,33.020636419,229.62901271779626
10.0,0.5,10.0,201.4695281982422,32.877554003,229.62901271779626
10.0,0.5,10.0,201.03829956054688,32.567991542,229.62901271779626
10.0,0.5,10.0,201.45126342773438,32.67181801,229.62901271779626
10.0,0.5,10.0,201.4342041015625,32.59079133,229.62901271779626
1.0,1.0,10.0,1.6317663192749023,32.365885735,1.66922524144644
1.0,1.0,10.0,1.632714867591858,32.503405945,1.66922524144644
1.0,1.0,10.0,1.6427830457687378,32.599863617,1.66922524144644
1.0,1.0,10.0,1.6213865280151367,32.44248384,1.66922524144644
1.0,1.0,10.0,1.6266167163848877,32.409791744,1.66922524144644
2.0,1.0,10.0,2.642735481262207,33.317877506,2.7863129066819248
2.0,1.0,10.0,2.6339614391326904,34.103028977,2.7863129066819248
2.0,1.0,10.0,2.6424155235290527,33.569483444,2.7863129066819248
2.0,1.0,10.0,2.64263916015625,33.310591768,2.7863129066819248
2.0,1.0,10.0,2.6430299282073975,33.297735677,2.7863129066819248
5.0,1.0,10.0,11.332613945007324,32.828048247,12.959096286561797
5.0,1.0,10.0,11.359280586242676,33.57277206,12.959096286561797
5.0,1.0,10.0,11.300271034240723,32.949728543,12.959096286561797
5.0,1.0,10.0,11.299899101257324,32.868964019,12.959096286561797
5.0,1.0,10.0,11.381204605102539,33.013136837,12.959096286561797
10.0,1.0,10.0,127.39481353759766,33.376757473,167.93817656437977
10.0,1.0,10.0,128.38357543945312,33.159701283,167.93817656437977
10.0,1.0,10.0,128.67724609375,33.162252935,167.93817656437977
10.0,1.0,10.0,127.6353530883789,32.782375494,167.93817656437977
10.0,1.0,10.0,128.20574951171875,32.83160733,167.93817656437977
