d,T,K,u,time_simu
1.0,0.2,10.0,1.1369881776430877,19.406858435
1.0,0.2,10.0,1.136664225901356,18.620765543
1.0,0.2,10.0,1.1366212694305153,19.111356198
1.0,0.2,10.0,1.136748346822778,19.798036003
1.0,0.2,10.0,1.1368349649173484,18.421803607
2.0,0.2,10.0,1.1687222812100801,21.275146691
2.0,0.2,10.0,1.1691011525427935,23.180428978
2.0,0.2,10.0,1.1678764522058491,21.910487163
2.0,0.2,10.0,1.1685728001631976,22.606484111
2.0,0.2,10.0,1.1689740571683722,23.730508693
5.0,0.2,10.0,1.17416791383365,51.152126698
5.0,0.2,10.0,1.173849312701462,50.048581277
5.0,0.2,10.0,1.174225673743336,51.303127153
5.0,0.2,10.0,1.1742855384256718,49.765273261
5.0,0.2,10.0,1.174000911207431,50.934455491
10.0,0.2,10.0,1.1709221141453086,70.714534432
10.0,0.2,10.0,1.171164277308146,69.302317223
10.0,0.2,10.0,1.1710996099443485,71.099364975
10.0,0.2,10.0,1.1706401983987158,68.189511225
10.0,0.2,10.0,1.1715098171450111,69.3371808
1.0,0.5,10.0,1.3535909506404034,18.351557922
1.0,0.5,10.0,1.354563662286366,19.521309196
1.0,0.5,10.0,1.3551018233093557,19.472988178
1.0,0.5,10.0,1.3531861876539488,19.450761338
1.0,0.5,10.0,1.3540501484709173,20.318475819
2.0,0.5,10.0,1.4426241380123621,22.496343872
2.0,0.5,10.0,1.4445829442973812,21.914184608
2.0,0.5,10.0,1.4431990390883285,23.142646806
2.0,0.5,10.0,1.4455157573224942,25.827554398
2.0,0.5,10.0,1.4456117503121484,24.898314707
5.0,0.5,10.0,1.4585567457864428,54.687612968
5.0,0.5,10.0,1.4552348913032416,54.051729474
5.0,0.5,10.0,1.45966214551846,54.137306383
5.0,0.5,10.0,1.4603971569224128,51.082000765
5.0,0.5,10.0,1.461778159903288,53.976624257
10.0,0.5,10.0,1.4544460530211394,75.760628612
10.0,0.5,10.0,1.4499937117418136,71.998845615
10.0,0.5,10.0,1.4549367624161467,71.279210257
10.0,0.5,10.0,1.4493812840818456,72.018698638
10.0,0.5,10.0,1.4502819679498857,74.820496055
1.0,1.0,10.0,1.7105472177529282,21.786791151
1.0,1.0,10.0,1.7118042964433413,21.475453717
1.0,1.0,10.0,1.710155454835888,21.083417509
1.0,1.0,10.0,1.7137289078605815,20.081071222
1.0,1.0,10.0,1.7110705720144894,21.015760631
2.0,1.0,10.0,1.9044188391190855,25.63003352
2.0,1.0,10.0,1.9060550992942127,25.989775145
2.0,1.0,10.0,1.907289395697035,25.012495238
2.0,1.0,10.0,1.9016011202999277,26.234009679
2.0,1.0,10.0,1.901653452485709,24.810836497
5.0,1.0,10.0,1.9422975219259329,54.351329533
5.0,1.0,10.0,1.9328332598929694,54.196748257
5.0,1.0,10.0,1.9411958297293017,53.730051033
5.0,1.0,10.0,1.940230147734915,51.833022502
5.0,1.0,10.0,1.9487067259596258,53.494336673
10.0,1.0,10.0,1.9298527880456473,74.05643877
10.0,1.0,10.0,1.9350129937021636,71.308168487
10.0,1.0,10.0,1.9304698194867398,70.805162707
10.0,1.0,10.0,1.9218318452289322,74.395233143
10.0,1.0,10.0,1.9284071691015217,71.524500472
1.0,0.2,10.0,1.1366441036372807,21.650991104
1.0,0.2,10.0,1.1365559481978365,20.542063446
1.0,0.2,10.0,1.1367703689431334,20.691699089
1.0,0.2,10.0,1.136756716515595,21.519771413
1.0,0.2,10.0,1.1365289568694334,21.639688222
2.0,0.2,10.0,1.16838737557092,25.742562266
2.0,0.2,10.0,1.1684684582657823,25.868425041
2.0,0.2,10.0,1.1685267768678431,25.365804343
2.0,0.2,10.0,1.1686185879189661,25.147510433
2.0,0.2,10.0,1.1685005522293812,26.210057024
5.0,0.2,10.0,1.174346030129694,55.293432668
5.0,0.2,10.0,1.1744425577751831,54.98380417
5.0,0.2,10.0,1.1741079897780868,53.172925947
5.0,0.2,10.0,1.1735047207673215,53.094566669
5.0,0.2,10.0,1.1739343523428667,55.618764489
10.0,0.2,10.0,1.1723610782772784,72.64510954
10.0,0.2,10.0,1.1713723430231882,72.788490222
10.0,0.2,10.0,1.17152131522688,74.903410974
