T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,200.0,1.0,16.49335479736328,4.821565034,16.801556694196968
0.2,2.0,5.0,200.0,1.0,16.376779556274414,4.839755853,16.801556694196968
0.2,2.0,5.0,200.0,1.0,16.299556732177734,4.817051022,16.801556694196968
0.2,2.0,5.0,200.0,1.0,16.382450103759766,4.80097151,16.801556694196968
0.2,2.0,5.0,200.0,1.0,16.381851196289062,4.802192002,16.801556694196968
0.2,2.0,5.0,200.0,2.0,16.424922943115234,4.893775923,16.801556694196968
0.2,2.0,5.0,200.0,2.0,16.440521240234375,5.041200201,16.801556694196968
0.2,2.0,5.0,200.0,2.0,16.367029190063477,4.895949389,16.801556694196968
0.2,2.0,5.0,200.0,2.0,16.28070068359375,4.885779171,16.801556694196968
0.2,2.0,5.0,200.0,2.0,16.344905853271484,4.883463725,16.801556694196968
0.2,2.0,5.0,200.0,3.0,16.411190032958984,4.894740985,16.801556694196968
0.2,2.0,5.0,200.0,3.0,16.464778900146484,5.027857672,16.801556694196968
0.2,2.0,5.0,200.0,3.0,16.373384475708008,4.886551945,16.801556694196968
0.2,2.0,5.0,200.0,3.0,16.39234161376953,4.884984795,16.801556694196968
0.2,2.0,5.0,200.0,3.0,16.51907730102539,4.873148547,16.801556694196968
0.2,2.0,5.0,200.0,4.0,16.392839431762695,4.896276375,16.801556694196968
0.2,2.0,5.0,200.0,4.0,16.457319259643555,5.039743918,16.801556694196968
0.2,2.0,5.0,200.0,4.0,16.312253952026367,4.88405751,16.801556694196968
0.2,2.0,5.0,200.0,4.0,16.399311065673828,4.883366754,16.801556694196968
0.2,2.0,5.0,200.0,4.0,16.257516860961914,4.896120206,16.801556694196968
0.2,2.0,5.0,200.0,5.0,16.36815643310547,4.882564269,16.801556694196968
0.2,2.0,5.0,200.0,5.0,16.369956970214844,5.033153528,16.801556694196968
0.2,2.0,5.0,200.0,5.0,16.259254455566406,4.892948175,16.801556694196968
0.2,2.0,5.0,200.0,5.0,16.334346771240234,4.870210534,16.801556694196968
0.2,2.0,5.0,200.0,5.0,16.47115707397461,4.897327407,16.801556694196968
