T,N,d,batch_size,K,u,time simu,ref_value
10.0,1.0,5.0,200.0,3.0,0.7980588674545288,11.563836733,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.46871984004974365,8.697172645,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.4924181401729584,8.730059752,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.49765700101852417,8.797700246,4.004753475181323
10.0,1.0,5.0,200.0,3.0,0.42194241285324097,8.688386946,4.004753475181323
10.0,2.0,5.0,200.0,3.0,1.049224615097046,17.994752227,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.7349666357040405,18.176408683,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.940069317817688,18.057361668,4.004753475181323
10.0,2.0,5.0,200.0,3.0,0.9086324572563171,18.222383183,4.004753475181323
10.0,2.0,5.0,200.0,3.0,1.3721133470535278,18.154016021,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.8736080527305603,27.622904809,4.004753475181323
10.0,3.0,5.0,200.0,3.0,1.1520079374313354,27.57949477,4.004753475181323
10.0,3.0,5.0,200.0,3.0,1.0882747173309326,27.720655353,4.004753475181323
10.0,3.0,5.0,200.0,3.0,1.178215742111206,27.928901054,4.004753475181323
10.0,3.0,5.0,200.0,3.0,0.95711749792099,27.898163552,4.004753475181323
10.0,4.0,5.0,200.0,3.0,1.1725285053253174,37.622154115,4.004753475181323
10.0,4.0,5.0,200.0,3.0,1.0483942031860352,37.552570218,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.9730693101882935,37.639476507,4.004753475181323
10.0,4.0,5.0,200.0,3.0,1.4004582166671753,37.865764572,4.004753475181323
10.0,4.0,5.0,200.0,3.0,0.933243453502655,37.848031294,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.9960103631019592,47.500330562,4.004753475181323
10.0,5.0,5.0,200.0,3.0,1.0079357624053955,47.643059043,4.004753475181323
10.0,5.0,5.0,200.0,3.0,1.0342053174972534,47.70146813,4.004753475181323
10.0,5.0,5.0,200.0,3.0,1.0569193363189697,47.952838657,4.004753475181323
10.0,5.0,5.0,200.0,3.0,0.930056095123291,47.954142587,4.004753475181323
