T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,50.0,1.0,14.099030494689941,18.812156873,16.801556694196968
0.2,2.0,5.0,50.0,1.0,14.738944053649902,18.701765369,16.801556694196968
0.2,2.0,5.0,50.0,1.0,13.703675270080566,18.840139037,16.801556694196968
0.2,2.0,5.0,50.0,1.0,14.467629432678223,18.835485218,16.801556694196968
0.2,2.0,5.0,50.0,1.0,13.949334144592285,18.723222764,16.801556694196968
0.2,2.0,5.0,50.0,2.0,15.11506462097168,19.197309052,16.801556694196968
0.2,2.0,5.0,50.0,2.0,14.889928817749023,19.235047623,16.801556694196968
0.2,2.0,5.0,50.0,2.0,13.852917671203613,19.228095669,16.801556694196968
0.2,2.0,5.0,50.0,2.0,12.806744575500488,19.229329268,16.801556694196968
0.2,2.0,5.0,50.0,2.0,13.883336067199707,19.25494017,16.801556694196968
0.2,2.0,5.0,50.0,3.0,14.464896202087402,19.238514706,16.801556694196968
0.2,2.0,5.0,50.0,3.0,14.036676406860352,19.234398014,16.801556694196968
0.2,2.0,5.0,50.0,3.0,14.303877830505371,19.248437146,16.801556694196968
0.2,2.0,5.0,50.0,3.0,14.28061580657959,19.255267995,16.801556694196968
0.2,2.0,5.0,50.0,3.0,13.987608909606934,19.250810109,16.801556694196968
0.2,2.0,5.0,50.0,4.0,13.792818069458008,19.372479666,16.801556694196968
0.2,2.0,5.0,50.0,4.0,13.91395092010498,19.377943114,16.801556694196968
0.2,2.0,5.0,50.0,4.0,13.626163482666016,19.352209604,16.801556694196968
0.2,2.0,5.0,50.0,4.0,13.785137176513672,19.384510038,16.801556694196968
0.2,2.0,5.0,50.0,4.0,14.225625038146973,19.397537246,16.801556694196968
0.2,2.0,5.0,50.0,5.0,14.304597854614258,19.380566281,16.801556694196968
0.2,2.0,5.0,50.0,5.0,13.92483139038086,19.409433309,16.801556694196968
0.2,2.0,5.0,50.0,5.0,14.273963928222656,19.388001511,16.801556694196968
0.2,2.0,5.0,50.0,5.0,14.025466918945312,19.393029383,16.801556694196968
0.2,2.0,5.0,50.0,5.0,14.210426330566406,19.424623993,16.801556694196968
