T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,10.0,3.0,16.336362838745117,5.036996188,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.49100685119629,5.028542463,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.225317001342773,4.877770214,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.304027557373047,5.012052925,16.801556694196968
0.2,2.0,5.0,10.0,3.0,16.572940826416016,4.881422082,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.458721160888672,5.033160052,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.428930282592773,4.871642611,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.40607452392578,5.007149305,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.353178024291992,4.879788187,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.342056274414062,5.009503691,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.353809356689453,5.101267393,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.37348175048828,4.876082199,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.399921417236328,5.014270219,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.329483032226562,5.015536675,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.360960006713867,4.891248224,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.381404876708984,5.802901098,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.390453338623047,5.360818808,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.398086547851562,5.349754769,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.385435104370117,5.380108582,16.801556694196968
0.2,2.0,5.0,10000.0,3.0,16.374696731567383,5.469788042,16.801556694196968
