T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,50.0,1.0,16.187150955200195,4.818101397,16.801556694196968
0.2,2.0,5.0,50.0,1.0,16.406082153320312,4.845669698,16.801556694196968
0.2,2.0,5.0,50.0,1.0,16.21177864074707,4.970179466,16.801556694196968
0.2,2.0,5.0,50.0,1.0,16.292131423950195,4.851286881,16.801556694196968
0.2,2.0,5.0,50.0,1.0,16.457988739013672,4.974053079,16.801556694196968
0.2,2.0,5.0,50.0,2.0,16.314241409301758,4.932197547,16.801556694196968
0.2,2.0,5.0,50.0,2.0,16.147789001464844,5.070110632,16.801556694196968
0.2,2.0,5.0,50.0,2.0,16.465850830078125,4.937828681,16.801556694196968
0.2,2.0,5.0,50.0,2.0,16.410289764404297,5.081818133,16.801556694196968
0.2,2.0,5.0,50.0,2.0,16.06154441833496,5.071893972,16.801556694196968
0.2,2.0,5.0,50.0,3.0,16.503437042236328,4.928485511,16.801556694196968
0.2,2.0,5.0,50.0,3.0,16.475709915161133,5.066246466,16.801556694196968
0.2,2.0,5.0,50.0,3.0,16.59505844116211,4.953400302,16.801556694196968
0.2,2.0,5.0,50.0,3.0,16.529071807861328,5.070883445,16.801556694196968
0.2,2.0,5.0,50.0,3.0,16.188512802124023,4.932372169,16.801556694196968
0.2,2.0,5.0,50.0,4.0,16.273696899414062,5.07851094,16.801556694196968
0.2,2.0,5.0,50.0,4.0,16.50773811340332,4.944906138,16.801556694196968
0.2,2.0,5.0,50.0,4.0,16.46888542175293,5.074942933,16.801556694196968
0.2,2.0,5.0,50.0,4.0,16.565073013305664,4.938798136,16.801556694196968
0.2,2.0,5.0,50.0,4.0,16.158206939697266,5.078891147,16.801556694196968
0.2,2.0,5.0,50.0,5.0,16.384538650512695,4.938620004,16.801556694196968
0.2,2.0,5.0,50.0,5.0,16.28207778930664,5.091261976,16.801556694196968
0.2,2.0,5.0,50.0,5.0,16.40254783630371,4.937392967,16.801556694196968
0.2,2.0,5.0,50.0,5.0,16.260007858276367,5.077920834,16.801556694196968
0.2,2.0,5.0,50.0,5.0,16.384990692138672,4.939718482,16.801556694196968
