T,M,d,K,L,u,time simu,ref_value
0.5,5.0,5.0,5.0,1.0,15.500859982916756,0.000369428,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.28892073274747,0.000227589,15.153515465455879
0.5,5.0,5.0,5.0,1.0,14.857971300585556,0.000183279,15.153515465455879
0.5,5.0,5.0,5.0,1.0,15.038096789184113,0.000136649,15.153515465455879
0.5,5.0,5.0,5.0,1.0,13.62565823985599,0.000133129,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.66236309599935,0.000340678,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.394820742021569,0.000371418,15.153515465455879
0.5,5.0,5.0,5.0,2.0,14.658531649697093,0.000309509,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.558533644927548,0.000401278,15.153515465455879
0.5,5.0,5.0,5.0,2.0,15.452828472505178,0.000357038,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.669090184584212,0.009029628,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.850403437488849,0.008984327,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.68617861451644,0.009062317,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.972762533339507,0.008434811,15.153515465455879
0.5,5.0,5.0,5.0,3.0,14.650184745808772,0.009077126,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.987551282826486,0.456185764,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.720658344631728,0.499874378,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.909568484875592,0.472112039,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.823092275771728,0.50125764,15.153515465455879
0.5,5.0,5.0,5.0,4.0,14.953580815137292,0.433650825,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.871800028596553,17.449550395,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.864695322923895,17.588778479,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.920973496308703,17.615511202,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.939032987602962,16.678083471,15.153515465455879
0.5,5.0,5.0,5.0,5.0,14.812091337957655,17.600192608,15.153515465455879
