T,M,d,K,L,u,time simu,ref_value
0.5,4.0,5.0,1.0,4.0,15.181179725657707,0.003787948,15.153515465455879
0.5,4.0,5.0,1.0,4.0,14.916297571242582,0.003139942,15.153515465455879
0.5,4.0,5.0,1.0,4.0,14.732491649125162,0.002676664,15.153515465455879
0.5,4.0,5.0,1.0,4.0,14.60864548956365,0.004906552,15.153515465455879
0.5,4.0,5.0,1.0,4.0,14.906766392187485,0.005353129,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.782055237006865,0.219491567,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.755068977261525,0.227251892,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.964379967526131,0.181910696,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.607512439704854,0.216853943,15.153515465455879
0.5,4.0,5.0,5.0,4.0,14.843428374977407,0.197416006,15.153515465455879
0.5,4.0,5.0,9.0,4.0,14.720348027183148,1.27758884,15.153515465455879
0.5,4.0,5.0,9.0,4.0,14.762230709397302,1.124315007,15.153515465455879
0.5,4.0,5.0,9.0,4.0,15.035129802809122,1.38880266,15.153515465455879
0.5,4.0,5.0,9.0,4.0,15.052584744697205,1.228404998,15.153515465455879
0.5,4.0,5.0,9.0,4.0,14.87223427447838,1.273787873,15.153515465455879
0.5,4.0,5.0,13.0,4.0,14.872452251751854,3.891368928,15.153515465455879
0.5,4.0,5.0,13.0,4.0,14.868157150010257,4.171478921,15.153515465455879
0.5,4.0,5.0,13.0,4.0,14.653293323495703,4.347528161,15.153515465455879
0.5,4.0,5.0,13.0,4.0,14.934772062411492,4.069787525,15.153515465455879
0.5,4.0,5.0,13.0,4.0,14.736850630674919,3.971152202,15.153515465455879
0.5,4.0,5.0,17.0,4.0,14.865366366236492,11.316030947,15.153515465455879
0.5,4.0,5.0,17.0,4.0,14.975014009962365,11.314971173,15.153515465455879
0.5,4.0,5.0,17.0,4.0,14.854782421058376,10.32518622,15.153515465455879
0.5,4.0,5.0,17.0,4.0,15.184794260834158,10.276966511,15.153515465455879
0.5,4.0,5.0,17.0,4.0,15.004215035414694,10.03249987,15.153515465455879
