T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,100.0,3.0,16.313405990600586,4.971834571,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.35802459716797,4.97056374,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.509841918945312,4.96291208,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.104406356811523,5.105922435,16.801556694196968
0.2,2.0,5.0,100.0,3.0,16.385793685913086,4.968497061,16.801556694196968
0.2,2.0,5.0,300.0,3.0,16.39559555053711,5.018679784,16.801556694196968
0.2,2.0,5.0,300.0,3.0,16.44428062438965,5.000496269,16.801556694196968
0.2,2.0,5.0,300.0,3.0,16.34037971496582,5.144244631,16.801556694196968
0.2,2.0,5.0,300.0,3.0,16.38026237487793,5.012006182,16.801556694196968
0.2,2.0,5.0,300.0,3.0,16.372852325439453,4.992233572,16.801556694196968
0.2,2.0,5.0,500.0,3.0,16.32296371459961,5.056390331,16.801556694196968
0.2,2.0,5.0,500.0,3.0,16.449907302856445,5.193409584,16.801556694196968
0.2,2.0,5.0,500.0,3.0,16.39914894104004,5.050331941,16.801556694196968
0.2,2.0,5.0,500.0,3.0,16.374746322631836,5.054821873,16.801556694196968
0.2,2.0,5.0,500.0,3.0,16.400121688842773,5.225649515,16.801556694196968
0.2,2.0,5.0,700.0,3.0,16.405981063842773,5.077796441,16.801556694196968
0.2,2.0,5.0,700.0,3.0,16.354719161987305,5.076324101,16.801556694196968
0.2,2.0,5.0,700.0,3.0,16.389163970947266,5.237322215,16.801556694196968
0.2,2.0,5.0,700.0,3.0,16.38132667541504,5.094000407,16.801556694196968
0.2,2.0,5.0,700.0,3.0,16.362396240234375,5.108340977,16.801556694196968
0.2,2.0,5.0,900.0,3.0,16.406429290771484,5.098294976,16.801556694196968
0.2,2.0,5.0,900.0,3.0,16.357770919799805,5.248461523,16.801556694196968
0.2,2.0,5.0,900.0,3.0,16.344282150268555,5.091003494,16.801556694196968
0.2,2.0,5.0,900.0,3.0,16.420698165893555,5.103753768,16.801556694196968
0.2,2.0,5.0,900.0,3.0,16.30759048461914,5.247795216,16.801556694196968
