T,N,d,batch_size,K,u,time simu,ref_value
0.2,2.0,5.0,1000.0,1.0,16.389846801757812,4.978113464,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,16.404293060302734,4.97597808,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,16.388832092285156,4.994724306,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,16.36467933654785,4.96832763,16.801556694196968
0.2,2.0,5.0,1000.0,1.0,16.374704360961914,4.982481572,16.801556694196968
0.2,2.0,5.0,1000.0,2.0,16.347057342529297,5.146374803,16.801556694196968
0.2,2.0,5.0,1000.0,2.0,16.375831604003906,5.120775615,16.801556694196968
0.2,2.0,5.0,1000.0,2.0,16.35854148864746,5.130083353,16.801556694196968
0.2,2.0,5.0,1000.0,2.0,16.346370697021484,5.27633405,16.801556694196968
0.2,2.0,5.0,1000.0,2.0,16.419357299804688,5.12368643,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.3604679107666,5.10186343,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.386043548583984,5.105062749,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.387245178222656,5.260768305,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.39488983154297,5.108236066,16.801556694196968
0.2,2.0,5.0,1000.0,3.0,16.381053924560547,5.101595097,16.801556694196968
0.2,2.0,5.0,1000.0,4.0,16.364595413208008,5.25781853,16.801556694196968
0.2,2.0,5.0,1000.0,4.0,16.43502426147461,5.1242031,16.801556694196968
0.2,2.0,5.0,1000.0,4.0,16.41307830810547,5.097317718,16.801556694196968
0.2,2.0,5.0,1000.0,4.0,16.354087829589844,5.092958482,16.801556694196968
0.2,2.0,5.0,1000.0,4.0,16.355398178100586,5.263250828,16.801556694196968
0.2,2.0,5.0,1000.0,5.0,16.415590286254883,5.124629965,16.801556694196968
0.2,2.0,5.0,1000.0,5.0,16.372554779052734,5.088306176,16.801556694196968
0.2,2.0,5.0,1000.0,5.0,16.332258224487305,5.093902827,16.801556694196968
0.2,2.0,5.0,1000.0,5.0,16.370834350585938,5.249472531,16.801556694196968
0.2,2.0,5.0,1000.0,5.0,16.35289192199707,5.111432569,16.801556694196968
