T,U,N,d,batch_size,hls,K,nhlayers,u,time simu,ref_value
2.0,1.0,1.0,5.0,8000.0,55.0,3.0,1.0,7.85364294052124,11.170943065,9.95564706647621
2.0,1.0,1.0,5.0,8000.0,55.0,3.0,1.0,7.861177444458008,10.409806532,9.95564706647621
2.0,1.0,1.0,5.0,8000.0,55.0,3.0,1.0,7.993465423583984,10.220165819,9.95564706647621
2.0,1.0,1.0,5.0,8000.0,55.0,3.0,1.0,7.5870137214660645,10.386303929,9.95564706647621
2.0,1.0,1.0,5.0,8000.0,55.0,3.0,1.0,8.00672721862793,10.211920743,9.95564706647621
2.0,1.0,2.0,5.0,8000.0,55.0,3.0,1.0,8.424874305725098,22.012727221,9.95564706647621
2.0,1.0,2.0,5.0,8000.0,55.0,3.0,1.0,10.011390686035156,21.866805842,9.95564706647621
2.0,1.0,2.0,5.0,8000.0,55.0,3.0,1.0,9.554567337036133,21.916874162,9.95564706647621
2.0,1.0,2.0,5.0,8000.0,55.0,3.0,1.0,10.377126693725586,22.014547291,9.95564706647621
2.0,1.0,2.0,5.0,8000.0,55.0,3.0,1.0,9.6731595993042,21.997142804,9.95564706647621
2.0,1.0,3.0,5.0,8000.0,55.0,3.0,1.0,11.159310340881348,33.999567901,9.95564706647621
2.0,1.0,3.0,5.0,8000.0,55.0,3.0,1.0,11.447388648986816,34.042434601,9.95564706647621
2.0,1.0,3.0,5.0,8000.0,55.0,3.0,1.0,10.424568176269531,34.297567258,9.95564706647621
2.0,1.0,3.0,5.0,8000.0,55.0,3.0,1.0,12.009600639343262,33.935118573,9.95564706647621
2.0,1.0,3.0,5.0,8000.0,55.0,3.0,1.0,10.398416519165039,34.020696331,9.95564706647621
2.0,1.0,4.0,5.0,8000.0,55.0,3.0,1.0,11.621228218078613,45.840618227,9.95564706647621
2.0,1.0,4.0,5.0,8000.0,55.0,3.0,1.0,11.31167221069336,45.852079225,9.95564706647621
2.0,1.0,4.0,5.0,8000.0,55.0,3.0,1.0,10.42897891998291,45.935087597,9.95564706647621
2.0,1.0,4.0,5.0,8000.0,55.0,3.0,1.0,11.175801277160645,46.166741181,9.95564706647621
2.0,1.0,4.0,5.0,8000.0,55.0,3.0,1.0,11.14840316772461,46.421023238,9.95564706647621
2.0,1.0,5.0,5.0,8000.0,55.0,3.0,1.0,10.065496444702148,58.271406381,9.95564706647621
2.0,1.0,5.0,5.0,8000.0,55.0,3.0,1.0,9.953035354614258,58.289008635,9.95564706647621
2.0,1.0,5.0,5.0,8000.0,55.0,3.0,1.0,9.592994689941406,58.258330839,9.95564706647621
2.0,1.0,5.0,5.0,8000.0,55.0,3.0,1.0,11.200618743896484,58.26273094,9.95564706647621
2.0,1.0,5.0,5.0,8000.0,55.0,3.0,1.0,12.865242958068848,58.278846214,9.95564706647621
